商品ID,商品名称,规格,upc码,折扣价,原价,skuid
20568796179,【3C可登机】雨宙1万毫安实标带四线安卓苹果华为多功能充电宝移动电源【聚合物电芯更安全】,1个*1份,6972572250999,63.75,75,35769670782
20317318196,也奈 真5A超级快充数据线适用苹果充电线1米pd闪充线_根,1个*1份,6970716162085,10.5,12.8,35110425796
20317631914,6a双typec充电线100wpd快充线适用华为C对C快充数据线1件,1m,6312378686866,23.62,28.8,35111330206
20320042421,也奈 真5A超级快充数据线适用安卓充电线1米pd闪充线_根,21克*1份,6972076165010,10.5,12.8,35110618718
20317474687,尚营新款一拖三编布线适用于苹果13安卓华为手机超级快充 数据线,60克*1条,6974236580183,17.06,20.8,35110502748
20317390191,也奈 真5a超级快充数据线适用华为充电线USB闪充线1米一根,1条*1盒,6977050470555,10.5,12.8,35108879125
20318978566,佳选 66W超级快充线 一拖三快充数据线5A适用苹果华为小米三合一数据线 一根,1根,6902155223997,20.5,25,35111899889
20317551078,Apple 20WPD快充苹果数据线iPhone14／13充电线 1米／根,1个*1盒,6903514446934,23.78,29,35112063446
20317507081,品胜适用iPhone14数据线13苹果11充电线器12proMax手机快充加长,,6940735472441,18.7,22.8,35110621554
20320083325,罗马仕 数据线苹果15_16手机数据线充电线适用于苹果15手机快充线,1.2m*1份,6902563577743,26.9,32.8,35111027428
20319736640,【大号鼠标垫】办公快捷键大全版桌垫一块 80x30cm,200g*1份,6901092056040,14.28,16.8,35112848571
20318271349,罗马仕 USB接口三合一1米数据线3.5A一拖三手机快充线Type-C手机快充线 1个,太空灰1米*一个,6902740317285,32.72,39.9,35111748080
20317319440,品胜数据线适用iphone14Pro苹果12max 13pro手机充电线8代20w快充,,6902957179225,24.52,29.9,35111849941
20318148770,6A超级快充Type c数据线 适用华为小米手机vivo66W充电线USB接口 一根,6A数据线,6903737050963,22.96,28,35110597616
20319140871,手机取卡针 苹果华为小米ov手机通用SIM卡取卡器／1个,10g*1份,6901853633008,0.82,0.99,35111975189
20319136458,唯格3.5mm转双莲花音频线 插头转接线电脑音箱手机线一分二镀金音频连接线 长度可选,1.5m#3m,6972854376287,27.88,32.8,35111452591
20318783757,罗马仕 苹果PD数据线手机充电器20W快充 1米／条,1米/条,6903170923305,28.7,35,35111543332
20318820847,唯格USB3.0分线器 扩展坞笔记本电脑手机U盘拓展坞USB集线器HUB,,6972854378434,50.92,59.9,35111291851
20320003769,唯格hdmi2.0高清线 电脑PS4显示器笔记本金属铝合金hdmi4K视频线 hdmi线,3m#1.5m,3118453880067,21.41,25.8,35109916555
20317787538,佳选 手机支架升降便携可充电可折叠平板网红支架通用型看电视 1个,1个*1份,6901339844126,16.32,19.9,35109838019
20318937243,LI-TOP 苹果15_16通用type-c有线半入耳式耳机K歌通数字解码 一副,一副/盒,6903452248164,31.54,38,35113002379
20317511483,佳选 【几何大号鼠标垫80x30cm】游戏写字简约垫 一块,一块,6902017272767,14.28,16.8,35111231920
20319376798,佳选 PD20w快充头 适用苹果iPhone8-13快充充电头苹果充电器头一个,一份,6902981341964,22.88,27.9,35110915362
20318786926,罗马仕 USB接口苹果手机数据线1米充电线适用于苹果手机快充线 1个,1米*1个,6902334957613,24.52,29.9,35112178288
20319293819,中性 台式电脑耳机转接头线麦克风二合一转换手机耳麦分线器音频一分二黑色1m一根,,2080314553995,14.37,16.9,35111765544
20320161661,歌韵 手机笔记本一分二音频线 3.5mm耳机麦克风二合一转接头耳麦转换器 0.35米／根,1根,6902298590802,16.6,20,35112175637
20317748398,佰通Type-C转3.5音频线转接头适配华为荣耀耳机转接口小米转接线苹果15转换器／个,,6903076031593,16.92,19.9,35113080566
20318424596,适用苹果14无线充电器 Magsafe磁吸PD15W快充 iPhone13／12手机通用,无线充电器 磁吸PD15W快充,6903112686794,32.72,39.9,35110598368
20318903455,技拓 电脑网络摄像头480P学生网课直播教学免驱内置麦带补光灯网课考试人像识别采集 1个,200g*1份,6903971340653,29.75,35,35111418901
20319567238,品胜充电器适用iphone11苹果8plu充电头安卓5v_1a插头usb快充头,1个*1盒,6940735429667,32.72,39.9,35111729928
20317876046,水星 5口千兆交换机 宿舍家用网线分流器 一个,1个*1盒,6903329938785,72.25,85,35112492467
20319334062,【无线鼠标2.4G+蓝牙】充电静音鼠标通用电脑笔记本手机苹果联想华为手机ipad通用版1个,1个,6902116887404,33.92,39.9,35112694864
20318344101,禄讯 HDMI转VGA转换器 90g／盒 转换器带音频供电高清转,90g*1盒,6904012956499,29.75,35,35113120795
20318027728,苹果转换头3.5mm耳机转接器直播声卡转接器耳机音频转接线 一个,1个,6901163270924,15.3,18,35110636469
20319688278,酷魔全金属桌面折叠手机支架 懒人刷剧360°旋转机械平板支架 一个,一个,6903498034912,14.76,18,35112568473
20318061705,优选  type-c转sd相机卡手机专用otg读卡器tf内存卡高速转接线 接tfsd卡_个,,2080202514008,25.42,29.9,35109710301
20317744533,【飞利浦】hdmi线2.0版 4k数字高清线3d视频线1根,2米,6951613987810,44.2,52,35109512107
20319257087,联想 金属U盘MU221闪存盘8／16／32／64G适用电脑车载优盘USB接口,8GB（黑）#16GB（黑）#32GB（黑）#64GB（黑）,6902681442794,27.88,32.8,35112606597
20317596282,佳选 VR眼镜手机专用虚拟现实3D智能rv眼睛苹果安卓通用性家庭vr游戏机 一副,一副,6901644756008,39.84,48,35111737903
20317994597,佳选 3.5mm转双莲花音频线 车载电视音响线 一分二线／条,1.5米#3米,6901450968558,10.62,12.8,35113401724
20320243287,飞利浦 SPK7315无线鼠标 办公家用台式笔记本电脑通用 无线鼠标／个电池款,黑色电池版,,34.68,40.8,35111310163
20317992382,佳选 26cm直播手机支架 美颜补光灯蓝牙拍照器快手自拍杆 桌面落地三脚架／套,桌面款,6904013941715,32.72,39.9,35111542368
20317832298,飞利浦7247有线鼠标静音usb接口办公游戏笔记本台式电脑家用网吧通用游戏鼠标_个,1个*1份,6951613923740,25.42,29.9,35112054692
20318619266,【USB转USB】拓展坞 一拖四拓展转接线头OTG键盘鼠标U盘转换器颜色随机一份,一份,6902651445350,32.98,38.8,35109638247
20318186233,唯格 150MUSB无线网卡window10免驱网卡台式电脑笔记本网络双频发接收器 一个,20g*1个,6903390671642,27.88,32.8,35112259344
20320245492,银雕 K500游戏有线键盘拼色发光机械手感台式电脑配件 一台,一套,6902121731969,49.3,58,35111706372
20317988311,唯格aux音频线3.5mm公对公音频音响手机电脑笔记本连接耳机车载线,黑色金属头2m#黑色金属头3m,6972854376232,15.98,18.8,35110423593
20319254770,WEBCAM 高清1080P外置摄像头 1个 电脑视频通话超大广角精准对焦内置进口硅麦,1个*1份,6901106726020,57.8,68,35109798092
20699839186,【胡桃色三件套】投影仪支架免打孔客厅墙面壁挂置物架路由器收纳书架悬挂托盘吊架1套,1个*1份,6970723974329,17.21,20.99,36094559680
20319053708,桌面懒人手机支架 伸缩俯拍架子 高档多功能蓝牙拍照直播新款追剧神器／个,经典黑伸缩款,6901238189014,15.5,18.9,35110668333
20318267903,升级手机挂绳挂脖斜挎可背伸缩可调节防丢万能手机壳结实耐用长款,黑色,2080538583280,6.64,8,35111538636
20317991077,跨境2025新款GT31半导体手机散热器结冰款磁吸直播散热器_个,,2080491807553,43.58,52.5,35110433923
20317715667,佰通 懒人支架升级支架加固手机支架可拆卸桌面通用 1个,1个,6904240344594,13.78,16.8,35111736523
20317632882,超级快充66w充电头适用华为充电器mate50荣耀50闪充快充头盒装 规格自选_套,套装66w头+线,2080203424733,57.32,69.9,35111574788
20317119569,魔术贴电线固定数据线捆绑带理线器自粘绑带绕线带电线整理扎带 一根,一根,6901002028655,0.73,0.88,35109836115
20319530250,银雕 K500女生颜值可爱混光办公游戏有线键盘 1副／件,200g*1件,6902505768048,49.3,58,35113281957
20318549721,佳选 电源适配器电信机顶盒光纤12V1A电源线 DC5.5监控ADSL光猫电源 一个,一个,6902683024394,14.94,18,35110795101
20317942904,也奈 pd20w手机快充头适用于苹果充电器套装pd数据线20w充电头 一套,,2080419379209,50.76,61.9,35110513221
20320005235,【三档调节】便携式手机补光灯 直播自拍美颜打光神器 一个,白色/个,6903288214074,13.78,16.8,35112567885
20318229891,苹果手机读卡器 二合一iPhone读取SD卡TF卡全能转接器相机ipad平板OTG一个,1个*1份,6901863557509,27.2,32,35111542679
20317633710,佳选 66W快充Type-C充电套装数据线充电头适用华为充电套装小米／份,单一数据线#套装Type-c充电器#单一充电头,6903509922665,16.32,19.9,35110355756
20320242462,中性 Type-C转HDMI PD三合一拓展坞 4K手机笔记本转接器一个,一个,6902081765622,32.98,38.8,35111306463
20317438643,唯格  type-c转接头USB3.0多功能OTG安卓转换头公转母适用苹果转接,苹果#type-c,6972854371763,16.92,19.9,35110855508
20317593252,懒人躺着支架适用手机床头桌面追剧架夹子直播看电视支撑1个,,2080298255274,16.32,19.9,35109510491
20317319297,（1.7米直播支架）直播支架落地桌面环形补光灯美颜灯拍照摄影三脚架手机直播支架1个,,2080770604071,29.44,35.9,35111573340
20318781912,酷薄玩  自拍杆手机支架蓝牙三脚架一体式落地伸缩杆便携懒人神器 1.7米经典黑蓝牙一个,,2080240690658,48.22,58.8,35110273053
20317389393,唯格usb拓展坞扩展器笔记本扩展坞千兆集线器,,6972854379479,83.3,98,35110020027
20593304458,ins创意小椅子手机支架马卡龙配色折叠懒人凳子桌面支架（颜色随机）,,,2.71,3.3,35815140290
20318343533,禄讯 USB接口网线转换器2.0免驱手机平板电脑外置有线RJ45百兆网口 1个,50g*1盒,6903209166642,32.3,38,35111265422
20317474858,唯格Type-C拓展坞 五合一usb-chub扩展器笔记本扩展坞千兆集线器,,6972854377505,65.28,76.8,35111174084
20722363045,诺基亚 老年机 老人手机大容量电池大屏大音量5G全网联通移动电信老年人手机 1个,红色+1G#黑色+1G,,169.15,199,36137380133
20317319353,三头通用款【读USB+TF+SD】type-c转sd相机卡手机专用otg读卡器tf内存卡高,,2080796163125,41.48,48.8,35110430771
20319214056,唯格HDMI高清线8K2.1电脑电视机顶盒投影仪PS5连接线60hz 4K120hz,2m,6972854378625,38.25,45,35112001707
20320280886,直播三脚架拍摄落地手机直播支架碳素钢美颜双多机位补光灯摄影 _套,,,59.7,72.8,35111458606
20319528097,飞利浦SPK7315 2.4G无线鼠标笔记本台式电脑省电便携商务办公鼠标  电池款,1个*1份,6951613918067,34.68,40.8,35110470008
20318615509,（品牌随机）经典蓝牙音箱有线桌面木质长条音响电脑家用重低音无线低音炮 一个,,2080176038159,41.42,49.9,35109672073
20317715825,佳选 爆款六指联动吃鸡神器 游戏手柄辅助按键手游物理机械按键 一个,一个,6902240614563,26.56,32,35112132138
20319329785,诺必行G1_G6专业录音笔高清降噪G1尊贵版【豪华礼包+高清录音】_个,8G#32G,2080553805725,133.88,157.5,35109951812
20318825194,网线钳套装 家用多功能五类六类压线钳子夹线器网线电话水晶头压线 剥线刀一把,1个,6901040859495,23.8,28,35113202500
20319566219,惠普 USB接口H120G游戏耳机 600g_盒,600g*1盒,6948391227382,73.04,88,35110895912
20318827799,佳选 type-c转dp转换线1.4版8K60HZ手机投屏线电脑显示器／个,深灰色,6904246283460,40.8,48,35112576363
20319255261,捷森 Type-C扩展坞八合一拓展器 笔记本电脑SDTF读卡器UB集线器网线转接器 一个,一个,6903488049957,108.8,128,35109799754
20319178077,中性 type-c转hdmi转换线手机平板电脑连显示器投屏同屏线4k60hz高清线1m_根,,2080429786141,39.78,46.8,35111460800
20318863552,晶华 苹果读卡器二合一 sd／TF卡转接头转换器 相机手机otg转接头内存卡转换／个,1个,6903376130088,24.48,28.8,35110908236
20318339181,Type-C一拖四USB3.0拓展坞转接线头MAC book手机四合一转换器,1个*1份,8007821602484,32.98,38.8,35108876244
20319258550,惠普 黑色多媒体笔记本台式手机电脑音响4D立体音效音箱喇叭（USB+3.5mm接口）一对,400g*1套,6901209215438,39.84,48,35113641846
20319222093,佰通61W适用苹果macbook电脑Type-C头接口笔记本电脑充电器套装电源适配器 1个,61W（TYPE- C）,2080378192765,127.1,155,35112260434
20317394578,小米 无线鼠标  小米lite无线鼠标便携式静音笔记本 台式电脑办公游戏通用,60g*1个,6901709575896,61.97,72.9,35113002250
20318111539,【无线领夹麦克风】手机网红主播直播户外2.4G收音智能降噪K歌小话筒 一个,iPhone#Type-C,6903292199244,57.8,68,35110908417
20318822411,中性  type-c转dp转接线8k60hz电脑手机投屏高清视频转换线 2米_根,,2080579977314,51.77,60.9,35109915976
20318185533,佳选 笔记本电脑支架 增高置物架平板可升降通用／套,1套,6901629716720,21.08,24.8,35112415023
20319220093,佳选 1300M免驱动无线网卡 5G千兆双频高效USB接收器／个,一个,6901776418102,72.25,85,35113402526
20817686395,新款旋转直播手腕户外手机支架运动跑步手臂外卖骑行导航专用_个【手腕手臂两条带子】,1g*1份,,18.7,22.8,36373553045
20320203471,佳选 新款H1固态手游粉吃鸡神器王者指套防汗防滑打防断触固体手游膏 一个,一盒,6901743953162,8.13,9.8,35111314138
20319690523,佰通K5车载手机充电器3.4A快充双口USB汽车电源转换器金属车充头点烟器充电器 一个,1g*1份,6903302845420,28.7,35,35112846705
20318906184,佳选 K82有线游戏键盘 机械键盘机械手感 电竞电脑办公家用USB／件,有线键盘,6903408498933,100.3,118,35111979623
20318341193,佳选 蓝牙耳机适用于苹果华为vivo无线降噪高颜值男女生款高端入耳,1副*1盒,06973470221005,49.39,59.5,35110623793
20319183099,【2W毫安充电宝】66W超快充20000毫安移动电源 1个,1个*1份,6902225912523,156.04,188,35111983609
20319454006,罗技 M221静音鼠标 无线鼠标 办公鼠标 带无线微型接收器 一个,一个,6903637218166,133.88,157.5,35112572034
20318386423,水星 MW310UH免驱版网卡 300MUSB无线网 随身WiFi接收器／件,300M单天线,6902181897087,53.95,65,35111663003
20319646834,【蓝牙款直播支架】带补光灯通用型手机三脚架 旅行便携式拍照神器1套,1套,6903544931882,47.56,58,35111499132
20319736221,乐糖 车载镜面重力手机支架 导航固定汽车货车支撑架出风口卡扣架子1个,1个,6903408485704,20.5,25,35111704771
20319378232,佳选 Type-c转SD卡相机卡手机平板otg读卡器tf内存卡高速连接线 1个,一个,6902088818147,32.98,38.8,35113326573
20318420672,车载手机支架吸盘汽车手机支架型通用车用车上专用新款 一个,双性能吸盘,6902394746639,28.7,35,35112521704
20318066030,乐视Letv 真无线蓝牙耳机黑网降噪科技游戏耳机小米安卓vivo华为OPPO苹果通用 一副,一副,6903012253935,46.61,59,35112650006
20318340964,联想 HE05X运动无线挂脖式半入耳蓝牙耳机长待机续航颈挂,1副*1份,6928760169314,57.1,68.8,35110781336
20317389370,Lenovo联想无线蓝牙耳机HT38跑步运动半入耳式TWS游戏蓝牙耳机 一副,1副*1份,6973037701636,58.02,69.9,35109469620
20319217512,佳选 黑色双头触屏笔 手机屏幕触摸笔iPad平板绘画写字通用 一根,一根,6902935520001,15.3,18,35111303172
20318866315,【内存可选】闪迪 16-256GB高速版SD储存卡相机单反内存卡行车记录仪车载sd大卡一张,64GB#16GB#128GB#256GB#32GB,6901863371402,100.3,118,35110559906
20318340954,WD西部数据移动硬盘1T2T4T5T6T USB3.0高速2.5英寸新元素 （1TB）,1个*1份,0718037850627,509.15,599,35110305124
20317234896,毕亚兹USB转百兆有线网口RJ45网线接口免驱动转换器电脑外置网口,1个*1份,6923506238651,40.8,48,35110305963
20320082770,佳选 单反相机三脚架 便携式云摄影拍照直播支架（配蓝牙自拍器）一个,1个*1份,6901631626031,63.96,78,35110592824
22553301689,【双向吸附】25新款k007真空磁吸手机支架强磁吸盘式旋转可折叠_个,1个*1份,,16.32,19.9,41227319112
20318551353,佳选 手持补光棒三色遥控便携户外拍照视频摄影打光直播氛围背景灯摄影灯棒补光灯 一个,一个,6903789290683,78.56,95.8,35111433109
20317512995,金顺来（老品牌）家用／办公／酒店／宾馆／有线固话座机来电显示电话1个,一台,6903516115319,63.75,75,35112928805
20318232306,小米 WiFi放大器Pro家用无线网络接收扩展器远距离穿墙高速器1台／盒,200g*1盒,6903280641991,84.92,99.9,35113401090
20318618257,10张白边富士拍立得相纸一次成像迷你mini胶片相机相片纸拆包 一份,10片装（无外包装)#20片装/盒,6903714282813,114.39,139.5,35112564978
20319014479,联想 MU251金属办公U盘Type-c手机优盘USB3.0高速传输华为小米车载电脑一个,32GB#64GB,6903632918580,59.42,69.9,35110988897
20319489671,埃斯顿【6寸高光100张】适用惠普爱普生小米相纸喷墨打印照片证件照相片 100张／包,100张,6902902176361,32.3,38,35112405762
20317632277,佳选 五合一反光板拍照摄影补光板折叠随身便携打光板夏天家用遮挡光板直径60厘米 _个,,2080376607148,35.18,42.9,35111886135
20318304862,小米 4A千兆路由器穿墙王无线1200兆双频家用商铺高速5G WiFi 一个,200g*1件,6901367563846,128,185,35112482072
21126676399,京选 外接USB外置光驱读取刻录一体光驱cd vcd dvd光盘电脑通用移动硬盘_个,1个,6930906600636,80.75,95,37255858230
20317352598,Magsafe磁吸充电宝适用苹果iPhone无线快充超薄移动电源不带线10000毫安一个,10000毫安,6903565165525,89.64,108,35112681877
20318861602,飞利浦AUX车载用立体声 3.5mm音频线2米 适用于手机平板功放 MP3 DVD,,2080668645490,58.57,68.9,35111178092
20318062318,纽曼移动硬盘320gb500gb大容量usb3.0外置机械硬盘外接电脑,320gb#500gb,6934451701909,227.8,268,35111733477
20319456808,联想Lenovo 拯救者StarY360职业游戏耳机头戴式电脑耳机线控耳机USB接口 一副,1副,6901120073483,189.24,228,35112773497
20318861166,直播补光灯拍照直播专用柔光专业拍摄美食led便携打光灯视频主 【11寸】_1个,,2080242558284,57.32,69.9,35111846000
20318580452,便携RGB迷你豆腐灯相机拍照自拍美颜口袋补光灯 直播手机补光灯一个,,2080433922801,54.78,66.8,35111012209
20319177865,小米小爱音箱Play增强版小爱同学智能AI音箱小爱pro蓝牙音响_个,200克*1个,6934177735189,166,200,35112360232
20318230557,TP-LINK AC1200双频百兆无线路由器 300g／件 手机上网快6倍,300g*1件,6901160793877,157.25,185,35110909991
20318905110,倍思65w快充插线板usb插座桌面长线typec多口功能排插适用苹果16_个 氮化镓,65W头+100W数据线（黑色白色随机）,6903118734994,178.76,218,35113320586
20317352353,佳选 游戏手柄 透明炫光适用震动功能／个,一个,6903624653130,142.8,168,35111855702
20319181590,【内存可选】闪迪 高速手机内存卡TF储存卡 约5g／个,128GB#16GB#32GB#64GB,6903831644273,108.8,128,35112690376
20319214694,云腾668便携三脚架直播支架适用佳能尼康索尼单反相机三角架 _个,,2080132945231,155.8,190,35112003884
20317509666,志高投影仪2025新款超高清5G自动对焦家用卧室小型手机投屏投影机_台,1个*1份,6903678195563,509.15,599,35109757101
20318147806,适用苹果apple iwatch手表表带平替彩虹尼龙编织滑扣弹力表带通用 一个,黑色 38/40/41mm#黑色 42/44/45/49mm,6901665136896,57.27,69,35112767280
21434884343,小米 米家K歌麦克风无线蓝牙话筒音响一体麦克风手机电视KTV唱K_1支,,,414.17,499,38007072623
20320046715,飞利浦 全球通用电源转换插头欧美澳英标带USB环球旅行转换器插座 一个,一个,6903514655800,117.3,138,35111895939
20318906543,佳选 紫色萌猫咪手机自拍杆蓝牙三脚架卡通可爱一体式伸缩便携直播支架带补光灯 一个,一个,6903096919741,43.3,52.8,35112024277
20319733534,中性  新磁吸电容笔 通用主动电容笔适用于IPAD华为小米平板及手机手写笔／根,一支,6903765745695,82.45,97,35111108132
20319258176,华为 3000M千兆路由器TC31双频无线WiFi6+5G信号放大穿墙王 一台,一台,6903183684194,267.75,315,35113166634
20862652286,彩族数码照相机小黄鸭美颜卡片机 64000w 美颜滤镜 32内存 3000张照片,1个*1份,6973218370095,448.8,528,36581103478
21259816162,富士FUJIFILM一次性相机QuickSnap Flash复古胶片_1件,,,279.65,329,37601353256
20429361544,强馨乐口香 酒鬼花生 120g_袋,120g*1袋,6942071500291,7.48,8.5,35460297778
20319009835,怡冠园 红烧辣面条 102g_袋 辣条,102克/袋,6922646271030,3.96,4.5,35110930603
20318061174,香巴佬 酱香腿 90g_袋,90g*1袋,6920421006389,8.62,9.8,35109944757
20317505522,怡冠园 湘味豆筯 80g_袋,80g*1袋,6922646200054,3.96,4.5,35111405975
20318740454,老李 五香干 70g_袋,70g*1袋,6920433816389,4.84,5.5,35111169107
20317234465,金厨娘 泡椒味泡卤凤爪 20g_袋,20g*1袋,6935563603181,3.08,3.5,35110142996
20428295071,强馨乐口香 咸干花生 130g_袋,130g*1袋,6942071500130,7.57,8.6,35457437511
20317751291,有友 山椒味猪皮60g／袋 山椒味优闲小零食,60g*1袋,6902556817030,5.72,6.5,35112415968
20428212802,琥珀小米锅巴 麻辣味小米锅巴含油型膨化食品 22g_袋,22g*1袋,6936605800018,0.01,1.5,35461280698
20319567245,金厨娘 美味鸭掌 28g_袋,28克/袋,6935563600265,3.08,3.5,35109709355
20426828721,邬辣妈 麻辣味豆筋大豆蛋白类制品 70g_袋,70g*1袋,6936158286017,3.96,4.5,35461120506
20317745632,邬辣妈 素牛筋大豆蛋白类制品 100克_袋,100克*1袋,6936158283016,4.84,5.5,35109434794
20318265508,傻二哥 椒盐味小酒花生 90g_袋,90g*1袋,6933311066998,6.6,7.5,35111920577
20319728224,劲仔 香辣小鱼 12g_袋,12g*1袋,6951957205786,1.32,1.5,35109865386
20319250914,劲仔深海小鱼 卤香味12g_包,12克/包,2080737712580,1.32,1.5,35111403892
20318902083,邬辣妈 蒜蓉豆条大豆蛋白类制品 100g_袋,100g*1袋,6936158283108,5.1,5.8,35112007199
20318422176,卫龙 香辣味大面筋辣条102g／袋 卫龙休闲小零食,102g*1袋,6901255878281,5.01,5,35112368547
20320006916,旺旺 雪饼  天天吃旺旺运气会旺哦 84g／袋,84g*1袋,6903280796059,7.74,8.8,35112527773
20316879517,邬辣妈 素牛肉丸大豆蛋白类制品 85g_袋,85g*1袋,6936158285218,4.84,5.5,35110180817
20319926121,劲仔 酱汁味小鱼干 深海小鱼休闲零食 12g／袋,12g*1袋,6901505396107,1.32,1.5,35112260956
20468828686,劲仔 香辣味厚豆干 20g_袋,20g*1袋,6937623400013,1.32,1.5,35573663012
20316959899,金厨娘 多味鸡爪 42g_袋,42克/袋,,2.98,3.5,35109158549
20426794864,华味亨 咸干花生  210g_袋,210g*1袋,6930044167701,11.44,13,35458510542
20317638819,好吃点 香脆腰果饼 108g／袋,108g*1袋,6903088419969,4.84,5.5,35113680366
20318780907,味芝元 嘿鸭味香辣味酱卤烤脖鸡脖 40g_袋,香辣味#嘿鸭味,2080225288733,3.83,4.5,35111255237
20318458327,邬辣妈 蒜蓉素牛排 100g_袋,100g*1袋,6936158283115,4.4,5,35110656786
20319809766,有友 泡椒味泡凤爪 佐酒解馋紧实软弹 80g／袋,80g*1袋,6902515258874,7.23,8.5,35112300113
20319890059,味芝元 卤鸭掌香辣味湖南特色美食鸭脚 28g／袋,1袋,6902417633786,2.98,3.5,35110836817
20317629827,Richeese 丽芝士 纳宝帝奶酪味威化饼干 56g_袋,58g*1袋,8993175537445,3.08,3.5,35109588905
20319564390,劲仔 麻辣味厚豆干 20克_袋,20克*1袋,6937623400020,1.32,1.5,35110295397
20318819253,劲仔 酱香味厚豆干 20g_袋,20g*1袋,6937623400037,1.32,1.5,35111484655
20319803371,杨生记 泡山椒味竹尖笋 80g_袋,80g*1袋,6957897000177,5.28,6,35109553858
20319736278,旺旺 仙贝脆饼 52g／袋,52g*1袋,6903454741069,7.74,8.8,35111551937
20319447052,华味亨 良选100果丹皮 150g_袋,150g*1袋,6930044168951,6.95,7.9,35111047805
20317629850,好吃点 熊字饼酥性饼干 115g_袋,115g*1袋,6911988005205,4.4,5,35110500738
20316914688,卫龙 香辣味小面筋调味面制品 24g_袋,24g*1袋,6935284488883,1.32,1.5,35110134337
20455958484,法丽兹 抹茶慕斯巧克力味曲奇 58g_盒,58g*1盒,6947929617121,6.6,7.5,35536260856
20319886873,奥利奥 浓醇巧克力味夹心饼干 48.5克_袋,48.5克*1袋,6901668935663,4.22,4.8,35111336247
20319728651,麻辣王子 很麻很辣麻辣条 73g_袋,73g*1袋,6930487920796,5.28,6,35111723673
20317351608,杨生记 香辣味金针菇 50g_袋,50g*1袋,6957897000221,4.4,5,35110186532
20318658718,有友 山椒味泡凤爪 120g_袋,120g*1袋,6944978700743,13.43,15.8,35110705013
20593981069,劲仔 小鱼 12g_袋【口味随机】,12g*1袋,6903122165340,0.01,1.5,35814662550
20320400624,奥利奥 经典原味夹心饼干 97g／盒,97g*1盒,6902418378297,10.56,12,35113443542
20320200593,卫龙 大面筋辣条 65g／袋 辣条还得是卫龙,65g*1袋,6902938574469,4.4,5,35112481591
20319372797,达利园 好吃点 香脆核桃饼 108g_袋 早餐搭配酥脆核桃粒饼干办公室下午茶休闲零食糕点,108克/袋,1947999009784,4.84,5.5,35109827584
20318974895,口水娃 烤肉味香脆兰花豆 75g_袋,75g*1袋,6935768921127,4.4,5,35110304556
20317316079,湘旭东香辣片湘旭东辣条香辣豆皮辣片88克,88克,6948695751286,5.28,6,35110732803
20318112988,好吃点 香脆杏仁饼 108g／袋 好吃点你就多吃点,108g*1袋,6904158258754,4.84,5.5,35112137155
20317119467,奥利奥 经典原味夹心饼干 48.5g／袋,48.5g*1袋,6902759594905,4.22,4.8,35111892735
20320245924,好丽友派 巧克力味涂饰蛋类芯饼 68g／盒,68g*1盒,6903662463494,1.45,5,35112735868
20318063310,有友 山椒竹笋 120g／袋 休闲办公小零食,120g*1袋,6901839662992,4.84,5.5,35112641622
20918686542,琥珀小米锅巴 牛肉味含油型膨化食品 90g_袋,90g*1袋,6936605800285,5.28,6,36683059941
20318416595,卫龙亲嘴烧 经典香辣味调味面制品 20g_袋,20克/袋,6935284455557,1.32,1.5,35109940336
20319451124,金厨娘 盐焗味泡卤琵琶腿鸡腿 80g_袋,80g*1袋,6935563602290,6.6,7.5,35109950335
20318743010,黄飞红 麻辣花生 76g_袋,76g*1袋,6925843404287,6.69,7.6,35109628128
20317353509,邬辣妈 香辣味酒鬼鱼 45g／袋 鲜香浓郁爽口酥软,45g*1袋,6902943217610,4.84,5.5,35110193547
20318543394,卫龙 魔芋爽香辣素毛肚 80 克_袋,80克*1袋,6935284415650,4.4,5,35109592002
20319610061,怡冠园 素牛筋豆制品110g_袋,110克/袋,6922646280025,6.6,7.5,35110854740
20503793271,甘源 蟹黄味瓜子仁 40g_袋,40g*1袋,6940188804981,5.72,6.5,35640887213
20317504134,甘源 原味青豌豆 75g_袋,75g*1袋,6940188803588,6.16,7,35109505433
20483944217,卫龙亲嘴烧 0反式脂肪酸0甜蜜素麦辣鸡汁味调味面制品 24g(20+4)g_袋,24g*1袋,6935284455588,1.32,1.5,35604176224
20320000419,卫龙 魔芋爽香辣素毛肚 18g_袋,18g*1袋,6935284470031,1.32,1.5,35109276765
20317319099,黄飞红 原味花生 110g_袋,110g*1袋,6925843400623,8.71,9.9,35110860190
20320046786,趣多多 软式甜饼精选红提口味曲奇饼干 80g／袋 嚼得到红提味,80g*1袋,6904090861807,6.6,7.5,35112059226
20426722341,华味亨 山楂片 120g_袋,120g*1袋,6930044165592,7.74,8.8,35454494380
20426925498,杨生记 香辣味藕片 60g_袋,60g*1袋,6971767634880,5.28,6,35454157950
20318899631,麻辣王子 很麻很辣地道辣条 110g_袋,110g*1袋,6930487901672,7.74,8.8,35111449290
20318263826,金磨坊 烧烤味手撕素肉卷 20克_袋,20克/袋,6925678102969,1.32,1.5,35109187561
20425934580,杨生记 芝香猪肉脯自然片 68g_袋,68g*1袋,6971767635313,11.26,12.8,35453656042
20593856068,卫龙 魔芋爽素毛肚 18g_袋【口味随机】,18g*1袋,11080268,0.01,1.5,35814066277
20319645739,趣多多香浓巧克力味香脆曲奇饼干85g_袋,85克/袋,6904682123207,4.62,5.25,35111060884
