商品ID,商品名称,规格,条码,折扣价,原价,skuid
949491522981,琥珀小米锅巴 麻辣味 90g/袋,,8009283316541,3.9,6,949491522981
950667156220,乐吧 非油炸原味薯片 50g/袋,,6930799506282,1.5,3,950667156220
949509354994,王小卤 卤香味虎皮凤爪酱卤肉制品 105g/袋,,6972636670213,17.1,22.8,949509354994
949504354493,王小卤 香辣味虎皮凤爪酱卤肉制品 25g/袋,,6972636673108,3.89,5.99,949504354493
949027435789,周黑鸭 卤鸭胗 50g/袋,,6944404402548,21.17,26.8,949027435789
950672352489,王小卤 香辣味虎皮凤爪 105g/袋,,6972636670237,17.1,22.8,950672352489
950115921159,周黑鸭 趣享卤鸭舌 36g/袋,,6944404403217,23.62,29.9,950115921159
949022831041,周黑鸭 卤鸭脖 140g/袋,,6944404401268,23.62,29.9,949022831041
950667548218,周黑鸭 卤鸭掌 108g/袋,,6944404401299,22.75,28.8,950667548218
949491270635,王小卤 椒麻味虎皮凤爪 105g/袋,,6972636670244,17.1,22.8,949491270635
950112813872,周黑鸭 甜辣味卤鸭锁骨 140g/袋,,6944404403231,22.75,28.8,950112813872
950666200562,周黑鸭 卤鸭翅中 145g/袋,,6944404401190,25.91,32.8,950666200562
950691272534,百草味 熟制板栗仁 果仁饱满圆润粉糯 80g／袋,,6904101953941,6.44,9.9,950691272534
950097229358,百草味 什锦蔬菜脆蔬菜脆片 60g/袋,,6948939657442,6.44,9.9,950097229358
949482594346,好想你 灰枣夹核桃550g 枣夹心核桃仁休闲健康零食节日特产礼物下午茶/箱,,6907305714806,62.98,76.8,949482594346
950690512939,百草味 山楂片 原果打浆 酸甜果干 208g／袋,,6901431684514,9.66,13.8,950690512939
949008663198,良品铺子 五香味香卤铁蛋 128g/袋,,6932588530782,17.1,22.8,949008663198
950663248220,百草味夹心华夫面包200g原味健康手撕早餐食品整箱蛋糕西式糕点零食,,6941410700859,14.1,18.8,950663248220
950657528544,百草味 山楂卷 120g/袋,,6948939678096,9.03,12.9,950657528544
950651300911,良品铺子猪肉脯 自然片100g/袋原味,,6932588528567,20.46,25.9,950651300911
950106845750,百草味 原味风干牛肉 50g/袋,,6948939684974,25.2,31.9,950106845750
949015351828,百草味 五香味原切牛肉条 50g/袋,,6948939664303,14.93,19.9,949015351828
949509354994,王小卤 卤香味虎皮凤爪酱卤肉制品 105g/袋,,6972636670213,17.1,22.8,949509354994
949504354493,王小卤 香辣味虎皮凤爪酱卤肉制品 25g/袋,,6972636673108,3.89,5.99,949504354493
949027435789,周黑鸭 卤鸭胗 50g/袋,,6944404402548,21.17,26.8,949027435789
950672352489,王小卤 香辣味虎皮凤爪 105g/袋,,6972636670237,17.1,22.8,950672352489
950115921159,周黑鸭 趣享卤鸭舌 36g/袋,,6944404403217,23.62,29.9,950115921159
949022831041,周黑鸭 卤鸭脖 140g/袋,,6944404401268,23.62,29.9,949022831041
950667548218,周黑鸭 卤鸭掌 108g/袋,,6944404401299,22.75,28.8,950667548218
949491270635,王小卤 椒麻味虎皮凤爪 105g/袋,,6972636670244,17.1,22.8,949491270635
950112813872,周黑鸭 甜辣味卤鸭锁骨 140g/袋,,6944404403231,22.75,28.8,950112813872
950666200562,周黑鸭 卤鸭翅中 145g/袋,,6944404401190,25.91,32.8,950666200562
950691272534,百草味 熟制板栗仁 果仁饱满圆润粉糯 80g／袋,,6904101953941,6.44,9.9,950691272534
950097229358,百草味 什锦蔬菜脆蔬菜脆片 60g/袋,,6948939657442,6.44,9.9,950097229358
949482594346,好想你 灰枣夹核桃550g 枣夹心核桃仁休闲健康零食节日特产礼物下午茶/箱,,6907305714806,62.98,76.8,949482594346
950690512939,百草味 山楂片 原果打浆 酸甜果干 208g／袋,,6901431684514,9.66,13.8,950690512939
949008663198,良品铺子 五香味香卤铁蛋 128g/袋,,6932588530782,17.1,22.8,949008663198
950663248220,百草味夹心华夫面包200g原味健康手撕早餐食品整箱蛋糕西式糕点零食,,6941410700859,14.1,18.8,950663248220
950657528544,百草味 山楂卷 120g/袋,,6948939678096,9.03,12.9,950657528544
950651300911,良品铺子猪肉脯 自然片100g/袋原味,,6932588528567,20.46,25.9,950651300911
950106845750,百草味 原味风干牛肉 50g/袋,,6948939684974,25.2,31.9,950106845750
949015351828,百草味 五香味原切牛肉条 50g/袋,,6948939664303,14.93,19.9,949015351828
949044151579,三只松鼠Three Squirrels 每日坚果 400g/罐,,6942209612384,31.52,39.9,949044151579
949479762501,百草味 烧烤味香弹面筋卷 135g/袋,,6941410700637,12.6,16.8,949479762501
950665944124,三只松鼠 炭烧腰果 100g/袋,,6942209607632,17.1,22.8,950665944124
950675188470,百草味 薄脆饼干海苔味嘴巴里的酥脆好食光 100g／袋,,6902762453695,5.72,8.8,950675188470
949009039113,良品铺子 脆冬枣 35g/袋,,6932588500341,6.44,9.9,949009039113
950129557549,百草味 老面包奶香味 155g／袋 记忆里的香软味道,,6901663131275,6.44,9.9,950129557549
949035647624,百草味 甜辣鸭脖子 麻辣卤味 休闲鸭肉零食 小吃夜宵 肉食熟食即食/袋110g,,6902115947154,10.36,14.8,949035647624
950121333058,三只松鼠 麻辣味蜀香牛肉 一袋 卤汁浸透慢火烘制,,6901762915936,22.75,28.8,950121333058
950656928543,百草味 香甜小紫薯 108g/袋,,6948939684394,12.6,16.8,950656928543
950673900717,百草味 麻辣味怪味胡豆蚕豆兰花豆坚果炒货干货特产小吃 100g／袋,,6903458771406,8.96,12.8,950673900717
949492734380,百草味  东北松子饱满大颗粒好剥开口 100g／袋,,6903702997880,22.75,28.8,949492734380
949495982858,百草味 海苔肉松蛋卷 海苔夹心脆饼干 100g／罐,,6904208274529,11.85,15.8,949495982858
949502830920,百草味 肉香小烤肠60g／袋  Q弹外形肉香醇正,,6902870426956,12.67,16.89,949502830920
950095141944,百草味 白芝麻猪肉脯 60g/袋,,6948939650375,14.85,19.8,950095141944
950685424802,百草味 盐焗味开心果 100g／袋,,6902201280349,17.1,22.8,950685424802
950662324087,百草味 手撕面包原味 奶香蛋糕休闲食品糕点营养早餐代餐小零食 280g/袋,,6941410700866,14.1,18.8,950662324087
950651668729,良品铺子 香辣味海带结 150g/袋,,6971073032417,11.85,15.8,950651668729
950095573011,百草味 芒果干 120g/袋,,6948939601193,14.1,18.8,950095573011
949012659937,百草味BE & CHEERY 冻干无花果 25g/袋,,6948939624901,8.4,12,949012659937
950098437440,百草味 酸辣海带结 200g/袋,,6948939662118,12.6,16.8,950098437440
949504334748,百草味 拉面丸子麻辣味 50g／袋,,6901098656121,4.23,6.5,949504334748
949010843140,百草味 秋葵风味原蔬营养秋葵脆蔬菜脆片 50g/袋,,6948939645067,9.73,13.9,949010843140
949021507429,好想你树上粮仓 免洗红枣 500g/袋,,6907305729756,14.92,19.89,949021507429
950651148317,百草味 麻辣味小米锅巴 80g/袋,,6948939637475,5.53,8.5,950651148317
950096165834,百草味 海盐味小圆饼干 100g/袋,,6941410701481,7.56,10.8,950096165834
950099385611,百草味 黄桃干 100g/袋,,6948939602381,11.85,15.8,950099385611
949501306551,良品铺子 麻辣味巴蜀牛肉 70g／袋,,6902298151089,22.83,28.9,949501306551
950115969342,百草味 麻辣味牛板筋 63g/袋,,6948939673961,17.1,22.8,950115969342
950096037220,良品铺子 甘栗 80g/袋,,6953240728309,9.66,13.8,950096037220
950095689218,良品铺子 红糖小麻花 160g/袋,,6932588525078,11.85,15.8,950095689218
950690216341,百草味 炭烧腰果大而饱满酥脆有味 100g／袋,,6903496350465,17.1,22.8,950690216341
949011323034,百草味 五香味鹌鹑蛋 135g/袋,,6948939673381,14.92,19.89,949011323034
950656256380,百草味 草莓干 100g/袋,,6948939602374,16.43,21.9,950656256380
950098161319,百草味零食小吃休闲食品早下午茶糕点百芝士薄脆饼干120g/盒,,1907176720567,8.96,12.8,950098161319
949471642680,百草味 肉松饼小包 10g/袋,,6948939654243,2,3.99,949471642680
950098145523,百草味 椰丝球 120g/袋,,6941410706387,10.43,14.9,950098145523
950679224937,百草味 奶油味夏威夷果 100g／袋,,6903595884861,12.6,16.8,950679224937
949013195720,百草味 烧烤味鱿鱼须 80g/袋,,6948939662156,15,20,949013195720
950655788487,百草味 蒜香味香酥小豌豆 100g/袋,,6948939686183,6.18,9.5,950655788487
949495802975,百草味水果捞黄桃罐头312g／罐,,6903442310987,17.1,22.8,949495802975
949487338542,百草味 可可饼干雪花酥160g 休闲零食糕点蛋糕酥脆夹心饼干雪花酥,,6941410718885,15.75,21,949487338542
949011491790,百草味 蜂蜜琥珀核桃仁168g坚果零食果仁,,3018949613585,22.91,29,949011491790
949475842406,百草味 冰糖脆马蹄荸荠罐头 108g/袋,,6948939674876,8.96,12.8,949475842406
949010691262,百草味 香葱味山药脆片 45g/袋,,6941410728389,4.49,6.9,949010691262
950098378000,百草味 蔓越莓曲奇抹茶味饼干 100g/袋,,6948939678645,12.6,16.8,950098378000
950655856181,百草味 圣女果干 50g/袋,,6948939699312,6.18,9.5,950655856181
950101441753,百草味麻花小脆120g海苔味休闲办公室零食怀旧小零食小麻花 /包,,1908248696841,8.96,12.8,950101441753
950098929751,百草味 无核绿葡萄干 100g/袋,,6948939623218,10.36,14.8,950098929751
949470130748,良品铺子 炭烧腰果 120g/袋,,6932588526969,20.38,25.8,949470130748
949016655404,百草味 香辣味小鱼仔 105g/袋,,6948939667120,12.67,16.89,949016655404
949470694291,百草味 香辣土豆片 210g/袋,,6948939665355,11.85,15.8,949470694291
950103165106,百草味 盐焗味兰花豆 100g/袋,,6948939685919,9.03,12.9,950103165106
949019015137,百草味 阿胶蜜枣 228g/袋,,6948939657541,12.6,16.8,949019015137
949470218867,百草味 红糖麻花 120g/袋,,6948939658746,10.36,14.8,949470218867
949478922738,百草味 大辣片 180g/袋,,6948939666437,8.96,12.8,949478922738
949013907127,百草味 纸皮核桃 128g/袋,,6948939696274,14.7,19.6,949013907127
950109117289,百草味 咸蛋黄面包 200g/袋,,6941410701993,14.92,19.89,950109117289
949491502001,三只松鼠 国橙款坚果礼(坚果礼盒) 1230g/盒,,6956511957897,80.36,98,949491502001
949489246109,三只松鼠 开口松子 100g/袋 原味,,6956511907861,21.17,26.8,949489246109
950672072962,百草味 剁椒酸辣味去骨凤爪 75g/袋,,6941410724091,17.93,23.9,950672072962
950125133216,百草味 香蕉脆片 75克／袋  清脆薄片入口酥爽,,6903996153184,8.26,11.8,950125133216
949477598600,良品铺子 香辣味 纤丝魔芋 150g/袋,,6932588523166,9.03,12.9,949477598600
949480942660,三只松鼠 碧根果 100g/袋,,6942209607618,17.1,22.8,949480942660
949470606388,百草味 奶油味黄金玉米豆 70g/袋,,6941410726996,5.07,7.8,949470606388
949015339525,良品铺子 泡椒味鲜嫩笋 188g/袋,,6932588522886,11.85,15.8,949015339525
949009575751,百草味 浓情烤肉味玉米浪膨化休闲零食 40g/袋,,5566126849848,6.18,9.5,949009575751
950664776883,三只松鼠 香酥小黄鱼 96g/袋,,6956511907472,14.1,18.8,950664776883
950121153262,百草味 肉松饼甜中微咸口口酥软黄金肉松味饼干休闲办公小吃／袋,,6902239443136,12.6,16.8,950121153262
949490302283,百草味华夫饼原味168g网红零食小吃休闲食品早餐食品代餐饼干糕点/袋,,2080173420117,12.6,16.8,949490302283
950690792147,三只松鼠 手剥巴旦木休闲零食坚果干果杏仁 100g/袋,,6902030219442,14.93,19.9,950690792147
949486090111,百草味芝麻夹心海苔原味40g（罐装）网红零食夹心脆紫菜海苔碎/罐,,6202666,12.6,16.8,949486090111
949502406225,百草味 夜伴小卤麻辣牛肉 60g/袋,,6948939673978,17.93,23.9,949502406225
950128141421,百草味 多味花生 210g/袋,,6948939612489,12.6,16.8,950128141421
950125105043,三只松鼠 夏威夷果坚果奶油味送开口器每日坚果特产100g／袋,,3746291323,17.1,22.8,950125105043
949482594504,良品铺子 甜辣嫩鸭舌 40g/袋,,6941297452216,17.18,22.9,949482594504
949502670945,百草味 芝士鳕鱼肠 火腿肠小鱼肠儿童宝宝休闲零食海味即食鱼肉肠干90g／袋,,6904267460635,6.18,9.5,949502670945
950097213072,百草味 樱樱团子樱花味麻薯 120g/袋,,6948939697783,9.03,12.9,950097213072
950668416574,三只松鼠 猪肉脯 100g/袋,,6956511907915,20.38,25.8,950668416574
950651272918,良品铺子 炭烤味迷你小香肠 145g/袋,,6941297455569,22.75,28.8,950651272918
949480086569,百草味 冻干草莓脆 30g/袋,,6948939685810,14.25,19,949480086569
949478142711,良品铺子 卤藕藕片 168g/袋,,6932588516304,12.6,16.8,949478142711
949043559444,百草味 牛奶味泡芙饼干60g／盒 生活的香甜咬开酥脆才知道,,6901786759318,8.96,12.8,949043559444
949013651651,百草味 鲜辣味大面筋 100g/袋,,6941410700620,6.44,9.9,949013651651
949038315962,百草味 闲之梅 韩话梅李子制品 168g／罐,,6903936514426,12.6,16.8,949038315962
950128641780,百草味 奶油味碧根果 100g／袋 个大饱满淡淡奶香,,6902367784668,17.1,22.8,950128641780
949480582248,三只松鼠松鼠小贱 奶油味爆米花 150g/罐,,6956511963409,22.75,28.8,949480582248
950100721718,百草味 蔓越莓干(果脯类) 50g/袋,,6948939674388,8.96,12.8,950100721718
949013999897,百草味 奶油味巴旦木 100g/袋,,6948939651587,14.92,19.89,949013999897
991795556654,迪味臻泡椒凤爪山椒味120g,,wm84917517145144,12.6,16.8,991795556654
991105057693,迪味臻泡椒凤爪山椒味80g,,wm79046251504136,7.84,11.2,991105057693
989766439871,迪味臻多味凤爪32g*1袋,,wm65730024822925,1.9,3.8,989766439871
991101733170,迪味臻麻辣鸭腿110g,,wm17304427983404,6.44,9.9,991101733170
990328638089,迪味臻多味鸭掌28g*1支,,wm02040340761064,1.9,3.8,990328638089
953138780986,脱骨侠 无骨鸡爪 500克/罐,,6973883072195,30.8,38.99,953138780986
950727652058,味芝元 嘿鸭味香辣味酱卤烤脖鸡脖 40g/袋,口味: 香辣味,"wm61489878799155,wm16438363961710",2.25,4.5,6029993635405
950727652058,味芝元 嘿鸭味香辣味酱卤烤脖鸡脖 40g/袋,口味: 嘿鸭味,"wm61489878799155,wm16438363961710",2.25,4.5,5862367664302
949023483269,味芝元 牛肉肉串 12g/袋,,6936869215382,0.75,1.5,949023483269
950111869064,金厨娘 多味鸡爪 28g/袋,,6935563602054,1.75,3.5,950111869064
950114277307,有友 山椒味泡凤爪 210克/袋,,6922145801325,21.96,27.8,950114277307
949490066985,有友 山椒味泡凤爪 120g/袋,,6944978700743,11.85,15.8,949490066985
950133089769,有友 泡椒味泡凤爪 佐酒解馋紧实软弹 80g／袋,,6902515258874,5.53,8.5,950133089769
950689720007,味芝元 卤鸭掌香辣味湖南特色美食鸭脚 28g／袋,,6902417633786,1.75,3.5,950689720007
949022283863,有友 山椒味泡凤爪 160g/袋,,6944978701955,12,16,949022283863
950112685753,迪味臻 山椒味泡椒凤爪 35g/袋,,6924690501101,0.01,3.9,950112685753
949019495848,金厨娘 多味翅尖 100g/袋,,6935563600128,5.2,8,949019495848
949020307742,金厨娘 美味鸭掌酱卤肉制品 100g/袋,,6935563600357,12,16,949020307742
949481286292,老李 五香翅 70g/袋,,6920433816327,14.92,19.89,949481286292
949021459512,金厨娘 多味双爪 85g/袋,,6935563600135,6.44,9.9,949021459512
949474910202,劲仔 香辣小鱼 12g/袋,,6951957205786,0.75,1.5,949474910202
991795556654,迪味臻泡椒凤爪山椒味120g,,wm84917517145144,12.6,16.8,991795556654
991105057693,迪味臻泡椒凤爪山椒味80g,,wm79046251504136,7.84,11.2,991105057693
989766439871,迪味臻多味凤爪32g*1袋,,wm65730024822925,1.9,3.8,989766439871
991101733170,迪味臻麻辣鸭腿110g,,wm17304427983404,6.44,9.9,991101733170
990328638089,迪味臻多味鸭掌28g*1支,,wm02040340761064,1.9,3.8,990328638089
953138780986,脱骨侠 无骨鸡爪 500克/罐,,6973883072195,30.8,38.99,953138780986
950727652058,味芝元 嘿鸭味香辣味酱卤烤脖鸡脖 40g/袋,口味: 香辣味,"wm61489878799155,wm16438363961710",2.25,4.5,6029993635405
950727652058,味芝元 嘿鸭味香辣味酱卤烤脖鸡脖 40g/袋,口味: 嘿鸭味,"wm61489878799155,wm16438363961710",2.25,4.5,5862367664302
949023483269,味芝元 牛肉肉串 12g/袋,,6936869215382,0.75,1.5,949023483269
950111869064,金厨娘 多味鸡爪 28g/袋,,6935563602054,1.75,3.5,950111869064
950114277307,有友 山椒味泡凤爪 210克/袋,,6922145801325,21.96,27.8,950114277307
949490066985,有友 山椒味泡凤爪 120g/袋,,6944978700743,11.85,15.8,949490066985
950133089769,有友 泡椒味泡凤爪 佐酒解馋紧实软弹 80g／袋,,6902515258874,5.53,8.5,950133089769
950689720007,味芝元 卤鸭掌香辣味湖南特色美食鸭脚 28g／袋,,6902417633786,1.75,3.5,950689720007
949022283863,有友 山椒味泡凤爪 160g/袋,,6944978701955,12,16,949022283863
950112685753,迪味臻 山椒味泡椒凤爪 35g/袋,,6924690501101,0.01,3.9,950112685753
949019495848,金厨娘 多味翅尖 100g/袋,,6935563600128,5.2,8,949019495848
949020307742,金厨娘 美味鸭掌酱卤肉制品 100g/袋,,6935563600357,12,16,949020307742
949481286292,老李 五香翅 70g/袋,,6920433816327,14.92,19.89,949481286292
949021459512,金厨娘 多味双爪 85g/袋,,6935563600135,6.44,9.9,949021459512
949474910202,劲仔 香辣小鱼 12g/袋,,6951957205786,0.75,1.5,949474910202
949032555760,麻辣王子 地道辣条微麻微辣 18g／袋 网红平江辣条,,6902902737487,0.01,1.8,949032555760
950120745202,卫龙亲嘴烧 口味随机 2片／份,,6902770587870,0.5,1,950120745202
949011435410,卫龙 香辣味小面筋调味面制品 24g/袋,,6935284488883,0.75,1.5,949011435410
949008687785,卫龙 魔芋爽素毛肚 18g/袋【口味随机】,,11080268,0.01,1.5,949008687785
949035271369,【1条】雀巢 脆脆鲨巧克力味威化饼干 零食营养能量棒,,6901884278551,1,2,949035271369
949492622724,麻辣王子 微麻微辣地道辣条 110g／袋,,6901394631495,5.72,8.8,949492622724
949491110191,奥利奥 浓醇巧克力味夹心饼干 48.5克/袋,,6901668935663,2.4,4.8,949491110191
949011967910,琥珀小米锅巴 麻辣味小米锅巴含油型膨化食品 22g/袋,,6936605800018,0.01,1.5,949011967910
949013419943,劲仔 酱香味厚豆干 20g/袋,,6937623400037,0.75,1.5,949013419943
949017655522,卫龙 魔芋爽香辣素毛肚 80 克/袋,,6935284415650,2.5,5,949017655522
950099993497,卫龙 魔芋爽香辣素毛肚 18g/袋,,6935284470031,0.75,1.5,950099993497
949037075744,卫龙 香辣味大面筋辣条102g／袋 卫龙休闲小零食,,6901255878281,2.5,5,949037075744
949503906648,洽洽 山核桃味瓜子 108g／袋,,6901887343102,5.85,9,949503906648
950652108089,劲仔 小鱼 12g/袋【口味随机】,,6903122165340,0.01,1.5,950652108089
949012967610,卫龙 香辣味风吃海带 20g/袋,,6935284415933,0.75,1.5,949012967610
950689340932,劲仔 酱汁味小鱼干 深海小鱼休闲零食 12g／袋,,6901505396107,0.75,1.5,950689340932
950098173884,劲仔 麻辣味厚豆干 20克/袋,,6937623400020,0.75,1.5,950098173884
950652832910,湘旭东香辣片湘旭东辣条香辣豆皮辣片88克,,6948695751286,3.9,6,950652832910
949019347220,洽洽 香瓜子 160g/袋,,6924187820067,7.33,11.9,949019347220
949470686975,劲仔 香辣味厚豆干 20g/袋,,6937623400013,0.75,1.5,949470686975
950678876538,麻辣王子 麻辣地道辣条 18g／袋 网红辣条零食小吃,规格: 微麻微辣,"6901689596317,6901642837051",0.9,1.8,5863823665421
950678876538,麻辣王子 麻辣地道辣条 18g／袋 网红辣条零食小吃,规格: 很麻很辣,"6901689596317,6901642837051",0.9,1.8,6029864243649
949483714830,黄飞红 麻辣花生 76g/袋,,6925843404287,4.94,7.6,949483714830
950657484362,麻辣王子 很麻很辣麻辣条 73g/袋,,6930487920796,3.9,6,950657484362
950109941668,金厨娘 美味鸭掌 28g/袋,,6935563600265,1.75,3.5,950109941668
949028799678,洽洽香瓜子葵瓜子原味恰恰原香瓜子前台接待坚果炒货休闲KTV零食 260g/袋,,6924187821644,10,15.5,949028799678
949041611247,奥利奥 巧克力夹心饼干 97g／盒,,6903507038245,5.72,8.8,949041611247
949474886386,劲仔深海小鱼 卤香味12g/包,,2080737712580,0.75,1.5,949474886386
949015511254,太平 低糖奶盐味梳打饼干 100g/袋,,6901668200013,3.58,5.5,949015511254
950691160282,卫龙 大面筋辣条 65g／袋 辣条还得是卫龙,,6902938574469,2.5,5,950691160282
950114557648,波力 原味海苔 4.5g/袋,,6918598028198,4.42,6.8,950114557648
950662868455,强馨乐口香 酒鬼花生 120g/袋,,6942071500291,5.53,8.5,950662868455
950651960489,邬辣妈 麻辣味豆筋大豆蛋白类制品 70g/袋,,6936158286017,2.25,4.5,950651960489
949475162600,Richeese 丽芝士 纳宝帝奶酪味威化饼干 56g/袋,,8993175537445,1.75,3.5,949475162600
950682416559,洽洽 焦糖瓜子 108g／袋,,6904106378282,6.18,9.5,950682416559
949483718071,康师傅 乐芙球注心饼干巧克力味 50g/盒,,6919892441102,5.53,8.5,949483718071
950132805532,旺旺 仙贝脆饼 52g／袋,,6903454741069,5.72,8.8,950132805532
949476974160,旺旺 大米饼 135g/袋,,6920616313186,7.56,10.8,949476974160
949011907875,金磨坊 香辣牛肉味手撕素肉卷 20g/袋,,6925678102686,0.75,1.5,949011907875
949013951817,卫龙亲嘴烧 经典香辣味调味面制品 20g/袋,,6935284455557,0.75,1.5,949013951817
950654844533,趣多多! 真香咖啡味曲奇饼干 85g/袋,,6901668936738,4.88,7.5,950654844533
950129825468,奥利奥 浓郁巧克力味可可脆卷威化饼干 50g/盒,,6901668936271,4.88,7.5,950129825468
949041831455,【麻辣王子】微麻微辣地道辣条调味面制品 73g／袋,,6902681035392,3.9,6,949041831455
949010171764,皇冠 丹麦曲奇饼干 90g/盒,,8996001303702,10.5,15,949010171764
950101897208,麻辣王子 很麻很辣地道辣条 110g/袋,,6930487901672,5.72,8.8,950101897208
949008843488,卫龙 经典亲嘴烧经典香 散装称重 约12g/袋【口味随机】,,3003211056214,0.01,1.5,949008843488
950664436478,金厨娘 泡椒味泡卤凤爪 20g/袋,,6935563603181,1.75,3.5,950664436478
949013199781,好吃点 熊字饼酥性饼干 115g/袋,,6911988005205,2.5,5,949013199781
949508862040,太平 香葱口味梳打饼干 100g／袋 低糖清淡易消化,,6902310241200,3.58,5.5,949508862040
949488450218,邬辣妈 素牛筋大豆蛋白类制品 100克/袋,,6936158283016,3.58,5.5,949488450218
949486942748,邬辣妈 蒜蓉豆条大豆蛋白类制品 100g/袋,,6936158283108,3.77,5.8,949486942748
949472222180,徐福记 凤梨酥 184g(内含8个独立小包)/袋,,6914782201156,12.6,16.8,949472222180
949487210855,波力 原味渔趣鱼糜制品 40克/袋,,6918598120014,5.2,8,949487210855
949474730917,卫龙 魔芋爽麻辣素毛肚 18g/袋,,6935284471076,0.75,1.5,949474730917
949021183131,格力高 百醇巧克力味注心饼干 48g(两袋分装)/盒,,6901845040685,6.37,9.8,949021183131
949473410578,老李 五香干 70g/袋,,6920433816389,3.39,5.5,949473410578
949482110552,邬辣妈 素牛肉丸大豆蛋白类制品 85g/袋,,6936158285218,2.35,4.7,949482110552
949009143955,卫龙 香辣脆香辣豆皮 60g/袋,,6951592317011,4.03,6.2,949009143955
949012503181,金磨坊 香辣味火锅素毛肚 20g/袋,,6925678112821,0.95,1.9,949012503181
949009899985,好丽友好多鱼 非油炸鲜香海苔味焙烤型马铃薯膨化食品 33g/盒,,6920907808032,3.9,6,949009899985
949014131698,强馨乐口香 咸干花生 130g/袋,,6942071500130,5.59,8.6,949014131698
950101209654,卫龙亲嘴烧 川香麻辣风味调味面制品辣片 20g/袋,,6935284455595,0.75,1.5,950101209654
949010279970,格力高百奇Pocky 坚果谷物系列榛子脆巧克力味装饰饼干 48g/盒,,6901845045529,8.33,11.9,949010279970
950105413065,卫龙 魔芋爽酸辣味素毛肚 80g/袋,,6935284415667,2.5,5,950105413065
949471198461,卫龙亲嘴烧 0反式脂肪酸0甜蜜素麦辣鸡汁味调味面制品 24g(20+4)g/袋,,6935284455588,0.75,1.5,949471198461
950096857394,亿滋奥利奥 蓝莓味+树莓味缤纷双果味夹心饼干 97g（2包）/盒,,6901668005915,5.72,8.8,950096857394
949507498697,洽洽 香瓜子 洽洽坚果炒货 110g／包,,6901127020046,4.42,6.8,949507498697
950663460455,格力高百醇 红酒巧克力味注心饼干 48g(两袋分装)/盒,,6901845041248,6.37,9.8,950663460455
950691008948,好丽友派 巧克力味涂饰蛋类芯饼 68g／盒,,6903662463494,2.5,5,950691008948
950667908326,奥利奥 可可脆卷草莓奶昔味威化饼干 50g/盒,,6901668936332,4.23,6.5,950667908326
949011671188,徐福记 草莓酥烘烤糕点 184g(内含8个独立小包)/袋,,6914782201149,12.6,16.8,949011671188
949482566773,香巴佬 酱香腿 90g/袋,,6920421006389,6.37,9.8,949482566773
949478770373,怡冠园 红烧辣面条 102g/袋,,6922646271030,2.25,4.5,949478770373
950096169042,双娇 臭干子味辣片 62g/袋,,6943345409654,1.75,3.5,950096169042
949010011126,卫龙 0甜蜜素0反式脂肪酸麻辣味麻辣棒辣条 78g/袋,,6935284412130,4.23,6.5,949010011126
949475094425,卫龙 酸辣素毛肚魔芋爽 18g/袋,,6935284411768,0.75,1.5,949475094425
950116417272,奥利奥 经典原味夹心饼干 48.5g／袋,,6902759594905,2.4,4.8,950116417272
950119133822,有友 山椒味猪皮60g／袋 山椒味优闲小零食,,6902556817030,4.23,6.5,950119133822
950659452089,康师傅3+2 香浓奶油味苏打夹心饼干 125g/袋,,6919892633101,5.72,8.8,950659452089
949487946747,波力 原味波力海苔 11.2g/袋,,6918598028143,8.26,11.8,949487946747
949508726698,旺旺 雪饼  天天吃旺旺运气会旺哦 84g／袋,,6903280796059,5.72,8.8,949508726698
949014091152,旺旺 仙贝分享包 258g/袋,,6920616312738,17.1,22.8,949014091152
950114389246,趣多多香浓巧克力味香脆曲奇饼干85g/袋,,6904682123207,3.84,5.9,950114389246
949486618721,口水娃 油炸五香味香脆兰花豆 86g/袋,,6935768921134,2.5,5,949486618721
949484826130,洽洽 五香味怪U味怪味蚕豆 60g/袋,,6924187833777,2.5,5,949484826130
950100537110,口水娃 海味口水鱼麻辣味鱼干 13g/袋,,6935768970033,0.75,1.5,950100537110
950115581570,口水娃 香辣味香脆兰花豆 75g/袋,,6901504617845,2.5,5,950115581570
949473378530,华味亨 良选100果丹皮 150g/袋,,6930044168951,5.14,7.9,949473378530
950112129977,雀巢脆脆鲨 牛奶味涂层威化饼干 18.6g/袋,,6917878000879,1,2,950112129977
950661116920,格力高 樱桃小番茄味菜园小饼装饰饼干 80g/袋,,6901845040944,3.58,5.5,950661116920
949478998323,杨生记 芝香猪肉脯自然片 68g/袋,,6971767635313,8.96,12.8,949478998323
950652352148,亿滋奥利奥 草莓味小饼干夹心饼干 55g/杯,,6901668054715,4.88,7.5,950652352148
949503314012,邬辣妈 香辣味酒鬼豆筋 70g／袋,,6903152018050,2.5,5,949503314012
949481078729,格力高 比萨味菜园小饼装饰饼干 80g/袋,,6901845043099,3.58,5.5,949481078729
950111461387,杨生记 泡山椒味竹尖笋 80g/袋,,6957897000177,3.9,6,950111461387
950095893477,鸽鸽 麻辣味豆角干调味面制品 69g/袋,,6939721400278,3.64,5.6,950095893477
949479598771,傻二哥 椒盐味小酒花生 90g/袋,,6933311066998,4.23,6.5,949479598771
949472986658,格力高百奇Pocky 扁桃仁脆巧克力味装饰饼干 48g(两袋分装)/盒,,6901845010206,8.33,11.9,949472986658
950653900462,格力高百奇Pocky 蓝莓树莓味装饰饼干 55g/盒,,6901845043594,6.44,9.9,950653900462
